"food_id","store_id","name","description","price","photo_url","calories","protein","vitamin","calcium"
1,1,소고기 미음,한우와 유기농 쌀로 만든 초기 이유식,5000.00,http://example.com/food1.jpg,50,5.00,0.10,10.00
2,1,닭고기 브로콜리 미음,국내산 닭고기와 유기농 브로콜리,5500.00,http://example.com/food2.jpg,60,6.00,0.20,15.00
3,2,한우 버섯죽,한우와 3가지 버섯이 들어간 영양죽,6000.00,http://example.com/food3.jpg,70,7.00,0.30,20.00
4,2,전복죽,완도산 전복으로 만든 보양죽,7000.00,http://example.com/food4.jpg,80,8.00,0.40,25.00
5,3,유기농 야채죽,"7가지 유기농 야채로 만든 순한 죽",5800.00,http://example.com/food5.jpg,55,4.00,0.50,12.00
6,3,대게살죽,동해안 대게살로 만든 부드러운 죽,7500.00,http://example.com/food6.jpg,85,9.00,0.20,30.00
7,4,아빠표 소고기 야채죽,아빠의 사랑으로 만든 영양만점 죽,6200.00,http://example.com/food7.jpg,75,7.00,0.40,22.00
8,4,닭고기 단호박죽,달콤한 단호박과 닭고기의 만남,6500.00,http://example.com/food8.jpg,80,6.00,0.60,18.00
9,5,매일 아침 소고기죽,매일 아침 신선하게 만드는 소고기죽,6000.00,http://example.com/food9.jpg,70,7.00,0.30,20.00
10,5,연어 아보카도죽,슈퍼푸드 연어와 아보카도로 만든 건강죽,7800.00,http://example.com/food10.jpg,90,10.00,0.80,35.00
11,6,맞춤 소고기 야채죽,아기에게 필요한 영양소를 맞춤 설계,6800.00,http://example.com/food11.jpg,78,8.00,0.50,28.00
12,6,두부 계란찜,부드러운 두부와 계란의 영양 간식,5500.00,http://example.com/food12.jpg,65,9.00,0.20,15.00
13,7,전통 소고기죽,전통 방식으로 정성껏 끓인 소고기죽,6300.00,http://example.com/food13.jpg,72,7.00,0.30,21.00
14,7,흑임자죽,국내산 흑임자로 만든 고소한 죽,5700.00,http://example.com/food14.jpg,68,5.00,0.10,40.00
15,8,깐깐 엄마 소고기죽,깐깐한 엄마의 마음으로 고른 최고의 재료,7000.00,http://example.com/food15.jpg,80,8.00,0.40,25.00
16,8,새우 야채 리조또,통통한 새우와 신선한 야채의 조화,8200.00,http://example.com/food16.jpg,95,11.00,0.60,38.00
17,9,자연주의 닭고기죽,자연에서 얻은 신선한 재료로 만든 닭고기죽,6700.00,http://example.com/food17.jpg,77,7.00,0.40,24.00
18,9,고구마 사과 퓨레,달콤한 고구마와 상큼한 사과의 만남,5300.00,http://example.com/food18.jpg,62,3.00,0.70,10.00
19,10,성장 단계별 소고기죽,아기의 성장 단계에 맞춰 만든 소고기죽,6900.00,http://example.com/food19.jpg,79,8.00,0.50,27.00
20,10,배도라지즙,감기 예방에 좋은 배와 도라지,4500.00,http://example.com/food20.jpg,40,1.00,0.90,5.00
21,11,친환경 야채수프,친환경 야채로 우려낸 맑은 수프,5200.00,http://example.com/food21.jpg,50,3.00,0.60,8.00
22,11,소고기 무국,맑고 담백한 국물 맛이 일품인 소고기 무국,6400.00,http://example.com/food22.jpg,73,7.00,0.30,18.00
23,12,정성 가득 닭백숙,푹 고아 만든 영양만점 닭백숙,8500.00,http://example.com/food23.jpg,100,12.00,0.40,30.00
24,12,아기 카레,맵지 않고 순한 아기 전용 카레,6800.00,http://example.com/food24.jpg,82,6.00,0.50,20.00
25,13,건강 소고기 덮밥,아기의 건강을 생각한 영양 덮밥,7200.00,http://example.com/food25.jpg,88,9.00,0.60,28.00
26,13,멸치 주먹밥,칼슘 왕 멸치가 들어간 고소한 주먹밥,5000.00,http://example.com/food26.jpg,60,5.00,0.20,50.00
27,14,사랑 가득 닭죽,사랑으로 끓여낸 따뜻한 닭죽,6600.00,http://example.com/food27.jpg,76,7.00,0.40,23.00
28,14,아기 짜장,짜지 않고 달콤한 아기 전용 짜장,6900.00,http://example.com/food28.jpg,85,7.00,0.50,22.00
29,15,프리미엄 한우 안심죽,최고급 한우 안심으로 만든 프리미엄 죽,9000.00,http://example.com/food29.jpg,110,13.00,0.50,35.00
30,15,유기농 과일 퓨레,제철 유기농 과일로 만든 신선한 퓨레,5800.00,http://example.com/food30.jpg,65,2.00,1.00,10.00
31,31,프리미엄 한우 미음,최고급 한우와 유기농 쌀로 만든 프리미엄 미음,6000.00,http://example.com/food31.jpg,60,6.00,0.20,12.00
32,31,유기농 닭고기 미음,유기농 닭가슴살과 채소로 만든 미음,6500.00,http://example.com/food32.jpg,70,7.00,0.30,18.00
33,32,새벽배송 야채죽,매일 새벽에 받은 신선한 야채로 만든 죽,7000.00,http://example.com/food33.jpg,80,5.00,0.60,25.00
34,32,한우 아보카도죽,영양만점 한우와 아보카도의 만남,8000.00,http://example.com/food34.jpg,90,8.00,0.50,30.00
35,33,영양사 추천 소고기죽,아기 전문 영양사가 설계한 균형잡힌 소고기죽,7800.00,http://example.com/food35.jpg,85,9.00,0.40,28.00
36,33,닭고기 연두부죽,부드러운 연두부와 닭고기의 조화,7200.00,http://example.com/food36.jpg,75,8.00,0.30,22.00
37,34,엄마정성 가득 야채죽,엄마의 정성을 가득 담아 끓인 야채죽,6800.00,http://example.com/food37.jpg,70,6.00,0.70,20.00
38,34,소고기 파프리카죽,색감도 예쁘고 영양도 좋은 파프리카 소고기죽,7500.00,http://example.com/food38.jpg,82,7.00,0.80,26.00
39,35,깐깐맘 선택 한우죽,깐깐한 엄마들이 선택한 최고급 한우죽,8500.00,http://example.com/food39.jpg,100,10.00,0.50,35.00
40,35,닭고기 퀴노아죽,슈퍼푸드 퀴노아와 닭고기의 만남,8200.00,http://example.com/food40.jpg,95,9.00,0.60,32.00
41,36,우리아기 첫 소고기죽,우리 아기의 첫 소고기죽으로 안성맞춤,7600.00,http://example.com/food41.jpg,88,8.00,0.40,29.00
42,36,두부 야채찜,부드러운 두부와 신선한 야채의 영양 간식,6900.00,http://example.com/food42.jpg,78,9.00,0.30,24.00
43,37,건강튼튼 닭고기죽,맛과 건강을 모두 잡은 닭고기죽,7300.00,http://example.com/food43.jpg,80,7.00,0.50,27.00
44,37,소고기 시금치죽,철분이 풍부한 시금치와 소고기의 만남,7700.00,http://example.com/food44.jpg,85,8.00,0.90,33.00
45,38,변호사 추천 한우죽,믿을 수 있는 변호사가 추천하는 한우죽,9000.00,http://example.com/food45.jpg,110,11.00,0.60,40.00
46,38,새우 애호박 리조또,달콤한 애호박과 통통한 새우의 조화,8800.00,http://example.com/food46.jpg,105,12.00,0.70,38.00
47,39,또주문 소고기야채죽,한번 맛보면 또 주문하게 되는 마성의 맛,8000.00,http://example.com/food47.jpg,92,9.00,0.50,31.00
48,39,닭고기 감자 퓨레,포슬포슬한 감자와 부드러운 닭고기,7400.00,http://example.com/food48.jpg,84,8.00,0.40,28.00
49,40,아가씨도 반한 닭죽,입맛 까다로운 아가씨도 반한 바로 그 닭죽,8300.00,http://example.com/food49.jpg,98,10.00,0.60,36.00
50,40,배숙,기관지에 좋은 배와 꿀의 만남,5500.00,http://example.com/food50.jpg,50,1.00,1.00,8.00
51,41,국민첫사랑표 소고기죽,국민 첫사랑의 마음으로 만든 소고기죽,8500.00,http://example.com/food51.jpg,102,10.00,0.50,37.00
52,41,사과 당근 퓨레,상큼한 사과와 달콤한 당근의 조화,6000.00,http://example.com/food52.jpg,65,2.00,1.20,15.00
53,42,김비서 추천 닭고기죽,김비서가 깐깐하게 고른 재료로 만든 닭고기죽,8400.00,http://example.com/food53.jpg,100,9.00,0.60,34.00
54,42,소고기 배추죽,달큰한 배추와 부드러운 소고기의 만남,7900.00,http://example.com/food54.jpg,90,8.00,0.70,30.00
55,43,좋은날엔 한우버섯죽,"좋은 날, 우리 아기에게 선물하는 영양죽",8800.00,http://example.com/food55.jpg,108,11.00,0.50,39.00
56,43,닭고기 완두콩죽,톡톡 터지는 완두콩과 닭고기의 만남,8100.00,http://example.com/food56.jpg,94,9.00,0.80,32.00
57,44,구르미 그린 소고기죽,달빛 아래 정성껏 끓여낸 소고기죽,8700.00,http://example.com/food57.jpg,106,10.00,0.60,38.00
58,44,단호박 퓨레,달콤하고 부드러운 영양 간식,5800.00,http://example.com/food58.jpg,62,3.00,0.90,18.00
59,45,여신강림 야채죽,이유식계의 여신이 만든 건강 야채죽,7900.00,http://example.com/food59.jpg,90,7.00,0.80,28.00
60,45,소고기 미역죽,철분과 칼슘이 풍부한 소고기 미역죽,8200.00,http://example.com/food60.jpg,96,9.00,0.70,40.00
61,46,경이로운 닭고기죽,경이로운 맛과 영양을 자랑하는 닭고기죽,8600.00,http://example.com/food61.jpg,104,10.00,0.60,37.00
62,46,한우 가지죽,부드러운 가지와 한우의 특별한 만남,8300.00,http://example.com/food62.jpg,98,9.00,0.80,34.00
63,47,상큼매력 소고기죽,상큼한 과일 퓨레를 곁들인 소고기죽,8900.00,http://example.com/food63.jpg,110,10.00,0.90,39.00
64,47,닭고기 아스파라거스죽,고급 식재료 아스파라거스를 넣은 닭고기죽,9200.00,http://example.com/food64.jpg,115,12.00,1.00,42.00
65,48,어하루 발견 닭죽,어쩌다 발견한 인생 닭죽,8800.00,http://example.com/food65.jpg,108,11.00,0.70,38.00
66,48,소고기 청경채죽,아삭한 청경채와 부드러운 소고기의 조화,8500.00,http://example.com/food66.jpg,102,10.00,0.80,36.00
67,49,환혼 극찬 한우죽,환혼도 극찬한 바로 그 한우죽,9500.00,http://example.com/food67.jpg,120,13.00,0.60,45.00
68,49,닭고기 파프리카 리조또,알록달록 파프리카로 만든 예쁜 리조또,9300.00,http://example.com/food68.jpg,118,12.00,0.90,43.00
69,50,오겜상금 플렉스 전복죽,오징어게임 상금으로 재료 팍팍 넣은 전복죽,12000.00,http://example.com/food69.jpg,150,15.00,0.80,50.00
70,50,킹크랩살죽,부드러운 킹크랩살이 듬뿍 들어간 영양죽,15000.00,http://example.com/food70.jpg,180,18.00,0.70,60.00
71,51,지우학 추천 소고기죽,지금 우리 학교는 소고기죽 먹는 시간!,8900.00,http://example.com/food71.jpg,112,11.00,0.60,41.00
72,51,닭고기 브로콜리 치즈죽,고소한 치즈가 듬뿍 들어간 닭고기죽,9200.00,http://example.com/food72.jpg,116,12.00,0.50,48.00
73,52,사내맞선 강추 닭죽,사내맞선 주인공도 반한 바로 그 닭죽,8700.00,http://example.com/food73.jpg,107,10.00,0.70,39.00
74,52,한우 비트 퓨레,색감도 예쁘고 철분도 풍부한 비트 퓨레,7500.00,http://example.com/food74.jpg,85,8.00,1.00,35.00
75,53,스위트홈 소고기죽,스위트홈처럼 편안하고 든든한 소고기죽,9100.00,http://example.com/food75.jpg,114,11.00,0.60,42.00
76,53,닭고기 양송이 크림죽,부드러운 크림과 양송이가 듬뿍,9400.00,http://example.com/food76.jpg,118,12.00,0.50,46.00
77,54,달리도 반한 닭죽,달리와 감자탕보다 맛있는 닭고기죽,9000.00,http://example.com/food77.jpg,113,11.00,0.70,40.00
78,54,한우 단호박 퓨레,달콤한 단호박과 영양만점 한우의 만남,8000.00,http://example.com/food78.jpg,92,9.00,0.90,38.00
79,55,다이아보다 빛나는 한우죽,다이아몬드처럼 귀한 우리 아기를 위한 한우죽,9800.00,http://example.com/food79.jpg,125,14.00,0.60,48.00
80,55,닭고기 고구마 치즈볼,달콤한 고구마와 고소한 치즈의 만남,7800.00,http://example.com/food80.jpg,90,10.00,0.50,42.00
81,56,라디오로맨스 소고기죽,라디오 로맨스처럼 달콤하고 부드러운 소고기죽,9200.00,http://example.com/food81.jpg,116,11.00,0.70,43.00
82,56,닭가슴살 야채 스틱,아기가 잡고 먹기 좋은 영양 간식,7600.00,http://example.com/food82.jpg,88,12.00,0.40,30.00
83,57,신과함께 영양닭죽,"신과함께, 우리 아기 건강과 함께",9400.00,http://example.com/food83.jpg,119,12.00,0.60,45.00
84,57,한우 브로콜리 큐브,간편하게 먹일 수 있는 영양 큐브,8500.00,http://example.com/food84.jpg,100,10.00,0.80,40.00
85,58,아저씨도 반한 소고기죽,입맛 없는 아저씨도 반하게 만드는 마성의 소고기죽,9300.00,http://example.com/food85.jpg,118,11.00,0.70,44.00
86,58,닭고기 두부 완자,부드러운 닭고기와 두부로 만든 영양 완자,8200.00,http://example.com/food86.jpg,96,13.00,0.50,38.00
87,59,벌새처럼 섬세한 닭죽,벌새처럼 섬세한 손길로 만든 부드러운 닭죽,9100.00,http://example.com/food87.jpg,115,11.00,0.80,42.00
88,59,한우 비타민죽,비타민이 풍부한 야채와 한우의 만남,8800.00,http://example.com/food88.jpg,108,10.00,1.20,40.00
89,60,밥잘만드는사장님표 한우죽,"밥 잘 사주는 예쁜 누나보다 더 좋은, 밥 잘 만드는 사장님표 한우죽",10000.00,http://example.com/food89.jpg,130,14.00,0.70,50.00
90,60,닭고기 채소 리조또,알록달록 채소와 닭고기로 만든 영양 리조또,9600.00,http://example.com/food90.jpg,122,13.00,0.90,48.00
91,61,서른이지만열일곱의 소고기죽,서른이지만 열일곱의 순수한 마음으로 만든 소고기죽,9500.00,http://example.com/food91.jpg,121,12.00,0.70,46.00
92,61,닭고기 컬리플라워 퓨레,부드러운 컬리플라워와 닭고기의 만남,8400.00,http://example.com/food92.jpg,99,10.00,0.80,39.00
93,62,이태원클라쓰 닭죽,이태원 클라쓰를 보여주는 화끈한(?) 순한 닭죽,9700.00,http://example.com/food93.jpg,124,13.00,0.60,47.00
94,62,한우 파프리카 볶음밥,아기가 먹기 좋게 만든 순한 볶음밥,9000.00,http://example.com/food94.jpg,112,11.00,1.00,42.00
95,63,청춘월담도 반한 한우죽,청춘월담도 반하게 만드는 맛과 영양의 한우죽,9800.00,http://example.com/food95.jpg,126,13.00,0.70,49.00
96,63,닭고기 애호박 팬케이크,달콤한 애호박으로 만든 영양 간식,8600.00,http://example.com/food96.jpg,104,11.00,0.60,40.00
97,64,눈이부시게 맛있는 닭죽,"눈이 부시게 아름다운 맛, 닭고기죽",9600.00,http://example.com/food97.jpg,123,12.00,0.80,45.00
98,64,한우 양송이 덮밥,향긋한 양송이와 부드러운 한우의 만남,9200.00,http://example.com/food98.jpg,116,11.00,0.70,43.00
99,65,대장금 손맛 소고기죽,대장금의 손맛을 그대로 재현한 궁중 소고기죽,11000.00,http://example.com/food99.jpg,140,15.00,0.60,55.00
100,65,닭고기 밤죽,달콤한 밤이 듬뿍 들어간 영양 닭죽,9800.00,http://example.com/food100.jpg,128,13.00,0.50,50.00
101,66,옷소매 붉은 닭죽,옷소매 붉은 끝동처럼 애틋한 맛의 닭죽,9900.00,http://example.com/food101.jpg,128,13.00,0.70,48.00
102,66,한우 무조림,달큰한 무와 부드러운 한우의 조화,9400.00,http://example.com/food102.jpg,119,12.00,0.60,44.00
103,67,킹더랜드 VVIP 한우죽,킹더랜드 VVIP만 맛볼 수 있는 최고급 한우죽,15000.00,http://example.com/food103.jpg,180,20.00,0.80,70.00
104,67,랍스터살 리조또,탱글탱글한 랍스터살이 듬뿍 들어간 럭셔리 리조또,18000.00,http://example.com/food104.jpg,220,25.00,0.90,80.00
105,68,단하나의사랑 소고기죽,단 하나의 사랑을 담아 끓인 소고기죽,9700.00,http://example.com/food105.jpg,125,13.00,0.70,48.00
106,68,닭고기 크림 스튜,부드러운 크림 소스와 닭고기의 만남,9500.00,http://example.com/food106.jpg,120,12.00,0.60,45.00
107,69,열여덟의순간 닭죽,열여덟의 순간처럼 풋풋하고 맛있는 닭죽,9300.00,http://example.com/food107.jpg,118,11.00,0.80,43.00
108,69,한우 사과조림,달콤한 사과와 부드러운 한우의 이색 만남,9100.00,http://example.com/food108.jpg,114,11.00,1.00,41.00
109,70,이번생은처음이라 소고기죽,이번 생은 처음인 우리 아기를 위한 첫 소고기죽,9800.00,http://example.com/food109.jpg,127,13.00,0.70,49.00
110,70,닭고기 배추전,달큰한 배추와 닭고기로 만든 영양전,8700.00,http://example.com/food110.jpg,106,12.00,0.50,40.00
111,71,굿와이프표 닭죽,현명한 아내가 선택한 바로 그 닭죽,9900.00,http://example.com/food111.jpg,129,13.00,0.80,49.00
112,71,한우 버섯 리조또,향긋한 버섯과 한우로 만든 고급 리조또,10500.00,http://example.com/food112.jpg,135,15.00,0.70,52.00
113,72,응답하라1988 정성 소고기죽,"응답하라 1988, 그 시절의 정성을 담은 소고기죽",10200.00,http://example.com/food113.jpg,132,14.00,0.60,51.00
114,72,닭고기 시금치 프리타타,시금치와 닭고기로 만든 이탈리아식 계란찜,9800.00,http://example.com/food114.jpg,125,14.00,0.90,48.00
115,73,로봇이아니야 인간미 닭죽,로봇이 아닌 사람이 직접 끓인 인간미 넘치는 닭죽,9700.00,http://example.com/food115.jpg,126,13.00,0.80,47.00
116,73,한우 두부 스테이크,부드러운 한우와 두부로 만든 영양 스테이크,11000.00,http://example.com/food116.jpg,142,16.00,0.70,55.00
117,74,슬의생 추천 한우죽,슬기로운 의사들도 추천하는 건강 한우죽,10800.00,http://example.com/food117.jpg,138,15.00,0.60,54.00
118,74,닭고기 연근조림,아삭한 연근과 닭고기의 만남,9600.00,http://example.com/food118.jpg,123,13.00,0.50,46.00
119,75,채송화도 반한 닭죽,슬기로운 의사생활 채송화도 반한 바로 그 닭죽,10500.00,http://example.com/food119.jpg,135,14.00,0.70,53.00
120,75,한우 애호박전,달콤한 애호박과 한우로 만든 영양전,9900.00,http://example.com/food120.jpg,128,13.00,0.60,49.00
121,76,연인도 반한 소고기죽,연인에게 선물하고 싶은 부드러운 소고기죽,10300.00,http://example.com/food121.jpg,133,14.00,0.70,52.00
122,76,닭고기 브로콜리 너겟,아이들이 좋아하는 건강 너겟,9700.00,http://example.com/food122.jpg,125,14.00,0.80,48.00
123,77,지우학 좀비도반한 닭죽,지금 우리 학교는 좀비도 반하게 만드는 닭죽,10100.00,http://example.com/food123.jpg,130,14.00,0.80,50.00
124,77,한우 야채 볶음,다양한 야채와 한우를 함께 볶은 영양 반찬,10800.00,http://example.com/food124.jpg,139,15.00,0.90,54.00
125,78,치얼업 힘나는 소고기죽,치얼업! 먹으면 힘이 불끈 솟는 소고기죽,10600.00,http://example.com/food125.jpg,136,15.00,0.70,53.00
126,78,닭고기 완자탕,부드러운 닭고기 완자와 맑은 국물,10200.00,http://example.com/food126.jpg,132,14.00,0.60,51.00
127,79,지우학 생존템 닭죽,"지금 우리 학교는 필수 생존템, 재혁이네 닭죽",10400.00,http://example.com/food127.jpg,134,14.00,0.80,52.00
128,79,한우 팽이버섯죽,쫄깃한 팽이버섯과 부드러운 한우의 만남,10000.00,http://example.com/food128.jpg,129,13.00,0.70,50.00
129,80,기생충도 반한 한우 짜파구리맛 이유식,아카데미 수상에 빛나는 바로 그 맛!,13000.00,http://example.com/food129.jpg,160,18.00,0.90,65.00
130,80,송로버섯 크림 리조또,세계 3대 진미 송로버섯이 들어간 최고급 리조또,20000.00,http://example.com/food130.jpg,250,28.00,1.00,90.00
131,1,한우 청경채 미음,부드러운 한우와 아삭한 청경채의 만남,5200.00,http://example.com/food131.jpg,55,5.00,0.30,12.00
132,2,닭고기 감자 미음,포슬포슬한 감자와 담백한 닭고기,5700.00,http://example.com/food132.jpg,65,6.00,0.20,16.00
133,3,대구살 브로콜리죽,부드러운 대구살과 신선한 브로콜리,6200.00,http://example.com/food133.jpg,72,8.00,0.40,22.00
134,4,한우 비타민죽,비타민채로 영양을 더한 한우죽,6500.00,http://example.com/food134.jpg,78,7.00,0.90,25.00
135,5,닭고기 파프리카죽,알록달록 파프리카로 맛과 멋을 더했어요,6800.00,http://example.com/food135.jpg,80,7.00,1.10,28.00
136,6,전복 미역죽,바다의 영양을 가득 담은 전복 미역죽,7500.00,http://example.com/food136.jpg,88,9.00,0.50,35.00
137,7,한우 배추죽,달큰한 배추와 부드러운 한우의 조화,6300.00,http://example.com/food137.jpg,75,7.00,0.40,24.00
138,8,닭고기 양송이죽,향긋한 양송이와 담백한 닭고기,6600.00,http://example.com/food138.jpg,79,8.00,0.30,27.00
139,9,대게살 아스파라거스죽,고급스러운 대게살과 아스파라거스의 만남,8000.00,http://example.com/food139.jpg,92,10.00,0.80,38.00
140,10,한우 시금치 리조또,철분이 풍부한 시금치를 넣은 한우 리조또,8200.00,http://example.com/food140.jpg,95,9.00,1.00,40.00
141,11,닭고기 컬리플라워 퓨레,부드러운 컬리플라워로 만든 순한 퓨레,5800.00,http://example.com/food141.jpg,62,5.00,0.70,18.00
142,12,연어 크림 파스타,아기들을 위한 고소하고 부드러운 연어 파스타,8500.00,http://example.com/food142.jpg,105,11.00,0.60,45.00
143,13,한우 가지 덮밥,부드러운 가지와 한우를 올린 영양 덮밥,7800.00,http://example.com/food143.jpg,90,9.00,0.50,33.00
144,14,닭고기 완두콩 볶음밥,톡톡 터지는 완두콩이 재미있는 볶음밥,7600.00,http://example.com/food144.jpg,88,8.00,0.70,30.00
145,15,새우 브로콜리 치즈 그라탕,"고소한 치즈와 새우, 브로콜리의 조화",9000.00,http://example.com/food145.jpg,110,12.00,0.60,50.00
146,16,한우 팽이버섯 전,쫄깃한 팽이버섯과 한우로 만든 영양 전,7200.00,http://example.com/food146.jpg,85,9.00,0.40,28.00
147,17,닭고기 두부 스테이크,부드러운 닭고기와 두부로 만든 아기 스테이크,8300.00,http://example.com/food147.jpg,98,12.00,0.30,35.00
148,18,관자살 야채죽,부드러운 관자살과 신선한 야채가 듬뿍,8800.00,http://example.com/food148.jpg,102,11.00,0.50,42.00
149,19,한우 연근조림,아삭한 연근과 달콤짭짤한 한우 장조림,7900.00,http://example.com/food149.jpg,93,10.00,0.40,38.00
150,20,닭고기 카레라이스,순한 아기 카레로 만든 닭고기 카레라이스,7700.00,http://example.com/food150.jpg,90,8.00,0.60,32.00
151,21,소고기 옹심이,감자 옹심이와 소고기로 만든 든든한 한끼,7400.00,http://example.com/food151.jpg,86,8.00,0.30,29.00
152,22,닭고기 크림 스튜,부드러운 크림소스에 닭고기와 야채가 듬뿍,8600.00,http://example.com/food152.jpg,100,10.00,0.50,40.00
153,23,해물 리조또,다양한 해산물로 맛을 낸 영양 리조또,9200.00,http://example.com/food153.jpg,115,13.00,0.70,55.00
154,24,한우 사과 퓨레,달콤한 사과와 영양만점 한우의 이색 만남,6900.00,http://example.com/food154.jpg,82,7.00,0.90,28.00
155,25,닭고기 배추전,달큰한 배추와 닭고기로 만든 부드러운 전,7100.00,http://example.com/food155.jpg,84,9.00,0.40,26.00
156,26,광어살 미역국,부드러운 광어살로 끓인 아기 미역국,7800.00,http://example.com/food156.jpg,90,10.00,0.30,34.00
157,27,한우 무나물 덮밥,달큰한 무나물과 한우를 올린 순한 덮밥,7500.00,http://example.com/food157.jpg,88,8.00,0.50,31.00
158,28,닭고기 짜장밥,짜지않은 아기 짜장으로 만든 닭고기 짜장밥,7900.00,http://example.com/food158.jpg,92,9.00,0.60,33.00
159,29,가자미살 구이와 야채,가시를 발라낸 부드러운 가자미살 구이,8400.00,http://example.com/food159.jpg,98,12.00,0.40,40.00
160,30,한우 버섯전골,다양한 버섯과 한우로 끓인 맑은 전골,9500.00,http://example.com/food160.jpg,118,12.00,0.70,48.00
161,31,닭고기 연두부 덮밥,부드러운 연두부와 닭고기를 올린 덮밥,7600.00,http://example.com/food161.jpg,89,9.00,0.50,32.00
162,32,오징어 야채죽,쫄깃한 오징어와 신선한 야채의 만남,8100.00,http://example.com/food162.jpg,94,11.00,0.60,39.00
163,33,한우 콩나물밥,아삭한 콩나물과 한우를 넣은 영양밥,7700.00,http://example.com/food163.jpg,90,8.00,0.50,30.00
164,34,닭고기 누룽지탕,구수한 누룽지와 닭고기로 끓인 든든한 탕,8300.00,http://example.com/food164.jpg,97,10.00,0.40,36.00
165,35,삼치 된장구이,순한 된장으로 양념한 부드러운 삼치구이,8700.00,http://example.com/food165.jpg,103,13.00,0.30,44.00
166,36,한우 아욱죽,구수한 아욱과 한우로 끓인 건강죽,7900.00,http://example.com/food166.jpg,92,9.00,0.80,34.00
167,37,닭고기 야채 스틱,아기가 잡고 먹기 좋은 닭고기 야채 스틱,7300.00,http://example.com/food167.jpg,86,10.00,0.60,29.00
168,38,임연수어 구이와 레몬,부드러운 임연수어에 상큼한 레몬즙을 더했어요,8900.00,http://example.com/food168.jpg,105,13.00,0.40,43.00
169,39,한우 곤드레밥,향긋한 곤드레와 한우로 지은 영양밥,8400.00,http://example.com/food169.jpg,98,9.00,0.90,37.00
170,40,닭고기 크림 떡볶이,맵지않고 고소한 아기용 크림 떡볶이,8000.00,http://example.com/food170.jpg,95,8.00,0.50,38.00
171,41,갈치살 야채 조림,부드러운 갈치살과 달콤짭짤한 야채 조림,9100.00,http://example.com/food171.jpg,108,12.00,0.60,46.00
172,42,한우 쌀국수,진한 한우 육수로 만든 아기 쌀국수,8600.00,http://example.com/food172.jpg,100,10.00,0.50,39.00
173,43,닭고기 만두,닭고기와 야채로 속을 채운 순한 아기 만두,7800.00,http://example.com/food173.jpg,92,9.00,0.40,33.00
174,44,동태살 맑은탕,시원하고 담백한 동태살 맑은탕,8200.00,http://example.com/food174.jpg,96,11.00,0.30,41.00
175,45,한우 김밥,한우와 다양한 야채를 넣은 아기 김밥,7500.00,http://example.com/food175.jpg,88,8.00,0.70,30.00
176,46,닭고기 우동,순한 국물 맛이 일품인 아기 우동,7900.00,http://example.com/food176.jpg,93,9.00,0.50,34.00
177,47,명태살 계란찜,부드러운 명태살과 포근한 계란찜,7400.00,http://example.com/food177.jpg,87,10.00,0.40,32.00
178,48,한우 주먹밥,한우와 야채를 다져 만든 영양 주먹밥,7000.00,http://example.com/food178.jpg,83,8.00,0.60,28.00
179,49,닭고기 채소볶음,다양한 채소와 닭고기를 함께 볶은 영양 반찬,7600.00,http://example.com/food179.jpg,89,9.00,0.80,31.00
180,50,조기 구이와 무나물,담백한 조기 구이와 달큰한 무나물,9300.00,http://example.com/food180.jpg,110,13.00,0.40,47.00
